CompanyId,PersianYear,Return,Beta,DPR,Cash to total assets ratio,Current ratio,Quick Ratio,Debt to equity ratio,Equity Ratio,DuPont Ratio,Gross profit margin,Operating profit margin,Net profit margin,Return on assets,Return on equity,Return on investment,Sales growth rate,Current debt to total debt Ratio,Net working capital,Cost to sales ratio,Sale to current assets,Capital to sales ratio,Operating cash flow to sales,Cash flow returns to sales,Profit margin before interest and taxes,Net return on working capital
365,1390,0,1.14,0,1.88,1.16,0.88,3.22,4.22,23.69,11.64,3.77,-4.97,-3.08,-11.87,-6.06,-25.61,88.76,37388,6.81,0.82,36.23,36.23,8.5,4.27,-25.02
366,1390,-10,0.43,0,3.99,0.79,0.49,-9.06,-8.06,-12.41,-8.31,-13.34,-18.73,-15.19,0,-110.61,0.03,87.12,-57356,8.19,1.03,22.23,22.23,9.67,-13.03,112.12
367,1390,13.86,-0.07,0.57,6.6,1.21,0.71,2.19,3.19,31.33,10.79,5.54,1.72,2.93,8.42,4.66,152.47,93.96,87384,3.45,2.01,13.99,13.99,6.37,5.77,18.4
368,1390,-23.76,0.15,0.54,4.85,1.47,0.94,1.35,2.35,42.47,14.64,9.57,4.87,3.98,9.4,5.2,8.45,94.34,83407,6.32,1.03,37.4,37.4,-0.35,9.68,16.28
369,1390,-14.76,-0.32,0,3.23,1.1,0.38,18.76,19.76,5.06,11.63,6.27,0.39,0.82,0,1.02,42.05,79.09,20944,5.53,2.31,5.88,5.88,-2.92,6.24,34.23
370,1390,-28.12,1.4,0.15,5.35,0.89,0.64,2.49,3.49,28.68,24.8,16.53,5.89,4.88,16.95,7.42,-3.58,90.58,-20549,7.54,1.44,21.5,21.5,23.09,18.83,-342.89
371,1390,105,-0.39,0,0.62,0.85,0.47,3.14,4.14,24.18,4.83,-4.59,-7.08,-7.17,-38.63,-10.12,14.29,88.13,-55619,8.25,1.5,13.42,13.42,2.28,-0.09,906.23
372,1390,-9.09,-0.37,0,3.33,1.1,0.6,2.61,3.61,27.73,-1.66,-8.73,-6.96,-6.18,-19.43,-11.22,-7.65,93.71,57077,5.32,1.17,30.2,30.2,0.3,-3.74,-50.28
373,1390,-59.46,1.43,0,5.57,0.96,0.68,13.14,14.14,7.07,8.7,4.14,0.09,0.14,1.47,0.2,38.09,93.27,-36010,2.87,1.53,6.64,6.64,-3.38,5.08,-8.33
374,1390,-23.69,0.68,0,3.74,1.27,0.71,3.35,4.35,23.01,13.65,8.08,0.52,0.59,2.27,1.01,5.39,92.13,193024,3.62,1.26,18.29,18.29,8.41,8.47,2.78
375,1390,1.23,0.76,0.77,42.41,1.1,0.65,3.34,4.34,23.06,4.36,2.51,2.62,4.79,19.58,6.4,2.83,89.96,54109,2.11,2.33,10.09,10.09,2.6,5.49,74.29
376,1390,-26.72,0.34,0,0.27,0.9,0.68,4.52,5.52,18.12,7.41,3.93,0.1,0.12,0.56,0.19,11.33,97.82,-264592,4.05,1.43,16.2,16.2,-12.46,3.99,-1.11
377,1390,-13.79,0.37,0,0.09,1.28,0.5,2.23,3.23,30.93,8.33,5.74,5.67,4.61,14.4,5.25,63.53,93.39,199793,2.73,0.96,34.07,34.07,-12.66,20.43,27.76
382,1390,15.05,-0.18,0.9,0.45,1.38,0.28,2.52,3.52,28.41,19.72,14.12,11.82,18.36,69.8,29.54,24.26,70.12,137945,4.65,2.15,4.62,4.62,14.52,14.52,137
383,1390,-34.72,0.33,0.38,6.67,1.31,0.98,0.78,1.78,56.2,12.85,7.83,6.64,8.32,15.65,10.33,16.87,97.71,16028,5.2,2.35,25.23,25.23,7.22,11.36,62.12
427,1390,9.21,0.22,0.99,19.58,1.47,0.35,0.85,1.85,53.99,39.08,30.02,26.06,23.86,43.39,29.81,16.2,72.31,30288,9.11,1.85,28.58,28.58,40.76,34.32,128.75
435,1390,17.65,1.56,0.81,5.31,2.21,1.58,0.34,1.34,74.35,52.04,44.36,43.17,35.03,47.1,36.62,25.25,87.3,13649412,6.15,1.39,50.16,50.16,29.35,49.6,126.24
436,1390,16.13,1.94,0.8,4.65,0.94,0.52,1.1,2.1,47.52,32.41,25.41,21.12,11.66,23.26,15.57,21.53,95.86,-2852999,7.51,1.1,56.48,56.48,14.31,28.69,-386.31
441,1390,38.78,0.09,0.95,18.56,1.89,0.63,0.38,1.38,72.71,30.63,29.48,23.48,26.3,38.11,28.93,58.68,81.5,1250096,1,2.36,31.81,31.81,17.14,28.59,202.88
442,1390,86.27,0.48,0.58,34.49,0.91,0.39,1.85,2.85,35.08,31.82,23.71,17.2,21.72,58.89,37.86,34.25,89.89,-1166769,7.08,2.03,9.04,9.04,27.19,22.83,-290.09
443,1390,69.72,0.89,1.19,7.96,0.82,0.24,1.61,2.61,38.29,2.87,1.81,1.64,10.16,27.62,21.42,50.86,94.53,-943899,1.03,11.75,3.92,3.92,1.05,2.06,-447.86
444,1390,5.88,0.46,0.3,41.58,1.23,1.04,1.41,2.41,41.49,5.33,4.97,4.66,20.24,46.46,39.89,49.26,98.51,6353593,0.36,5.12,2.36,2.36,8.24,5.75,184.19
445,1390,21.43,0.5,0.93,26.35,1.86,1.53,0.6,1.6,62.63,63.86,59.22,47.48,33.15,60.04,39.51,38.43,91.44,2095136,18.59,0.95,21.98,21.98,43.8,54.2,199.63
497,1390,46.19,0.18,1,10.91,0.73,0.24,0.57,1.57,63.66,37.38,30.95,30.07,20.75,33.09,26.23,11.54,96.79,-92593,6.39,2.72,50.14,50.14,35.53,32.35,-134.17
559,1390,28.5,1.72,0.9,8.05,1.75,0.55,1.03,2.03,49.21,25.02,24.18,24.33,18.01,35.29,19.86,26.77,70.09,1202246,2.26,1.07,43.56,43.56,17.14,28.31,66.93
563,1390,-3.17,0.47,0.81,4.44,1.86,1.24,0.92,1.92,51.99,51.34,40.19,30.49,31.47,60.32,40.9,11.73,90.06,190972,10.46,1.18,15.36,15.36,38.21,40.84,84.7
589,1390,-21.32,2.35,0.78,6.18,1.43,0.95,1.09,2.09,47.8,9.73,7.92,5.59,12.75,25.65,16.3,47.05,96.12,23853,2.16,2.9,17.39,17.39,4.99,8.21,61.21
592,1390,3.99,0.96,0.86,9.82,1.5,0.98,0.8,1.8,55.47,64.92,53.19,48.35,50.98,89.7,56.66,64.76,90.76,3192970,17.74,1.51,16.65,16.65,37.63,51.49,290.17
598,1390,40.39,1.16,0.95,24.83,0.53,0.35,3.16,4.16,24.02,68.01,55.11,36.51,12.53,56.64,13.39,27.93,93.34,-2668192,14.35,0.86,34.5,34.5,38.43,44.37,-35.52
613,1390,3.76,1.23,0.9,10.67,2.17,1.63,0.33,1.33,75.13,63.84,59.86,62.91,53.6,72.43,60.59,24.82,84.78,4850827,2,1.73,25.7,25.7,57.36,63.24,247.87
1,1391,253.04,0.8,0.97,5.22,1.63,0.6,0.56,1.56,64.3,18.83,17.09,18.53,60.21,106.45,62.96,79.57,87.28,41854,1.74,5.23,5.28,5.28,13.35,19.53,692.89
2,1391,-29.03,0.84,0.62,2.44,1.11,1.05,0.96,1.96,50.94,29.56,22.91,16.87,8.14,14.93,14.33,1.54,93.38,13193,6.83,0.96,45.91,45.91,12.53,23.31,121.81
3,1391,137.58,1.57,0.85,15.57,1.73,1.08,0.4,1.4,71.36,72.21,71.7,71.51,61.67,80.29,59.38,91.04,91.93,5233027,0.51,1.48,32.5,32.5,59.24,71.58,232.98
4,1391,151.47,1.7,0.85,26.66,1.69,1.38,0.49,1.49,67.34,70,66.89,66.09,58.35,82.09,64.12,113.99,96.36,6490629,3.88,1.28,29.58,29.58,60.12,71.02,274.71
6,1391,2.55,1.32,0.14,1.62,5.52,0.13,0.2,1.2,82.99,61.27,37.9,37.93,17.86,21.8,18.98,-44.44,74.56,122133,23.37,0.62,54.43,54.43,8.86,37.93,26.01
7,1391,14.92,0.28,0.04,2.39,0.71,0.32,1.71,2.71,36.95,28.9,19.34,16.04,25.51,82,32.62,172.81,69.97,-4536,8.67,4.34,20.26,20.26,17.98,19.66,-93.38
9,1391,-27.08,0.3,0.79,2.8,1.1,0.75,1.05,2.05,48.78,43.24,28.39,31.79,16.43,33.27,20.71,22.17,84.49,13726,13.05,1.02,15.67,15.67,33.61,43.35,246.31
10,1391,-15.93,1.39,0.74,26.79,3.45,1.69,0.27,1.27,78.52,43.86,34.05,65.91,49.65,64.84,50.72,8.25,94.66,396053,10.01,0.92,38.95,38.95,46.89,67.79,100.04
11,1391,10,0.16,0.85,6.8,1.34,1,1.1,2.1,47.61,36.37,24.28,16.33,16.34,31.97,26.88,21.38,91.91,17703,12.09,1.48,30.71,30.71,21.32,23.11,87.48
14,1391,102.25,-0.34,0,4.57,2.07,0.62,0.7,1.7,58.9,8.8,0.72,14.18,8.36,16.45,9.83,-1.24,90.07,86202,10.11,0.83,90.61,90.61,-16.74,20.57,29.83
15,1391,1600,58.18,0.99,11.2,2.01,0.83,0.77,1.77,56.4,25.72,19.16,15.74,10.69,17.33,11.89,31.35,93.37,74449,6.23,0.87,38.95,38.95,11.73,24.71,23.17
19,1391,37.81,0.51,0.6,13.72,2.7,1.3,0.9,1.9,52.61,32.07,16.33,11.71,13.51,26.91,15.26,38.73,63.6,21883,14.65,1.23,23.43,23.43,12.57,16.24,27.49
27,1391,24.85,-0.26,0,6.6,0.79,0.34,8.95,9.95,10.05,12.28,4.05,-1.55,-2.98,-23.75,-3.77,9.44,95.13,-251385,9.11,2.69,6.8,6.8,1.54,4.51,18.37
28,1391,17.59,0.01,0.82,10.52,1.08,0.58,2.08,3.08,32.69,12.93,6.85,5.02,15.31,44.12,27.87,38.31,95.03,27944,6.11,3.86,5.85,5.85,11.15,7.37,273.41
29,1391,-42.49,0.31,0,0.92,0.4,0.1,15.45,16.45,6.08,12.36,7.34,0.36,0.29,4.33,0.31,45.85,40.13,-235512,4.99,4.61,27.67,27.67,9.97,7.63,-1.31
30,1391,19.44,0.7,0.22,17.03,1.35,0.87,0.67,1.67,59.93,17.75,12.63,10.06,11.05,18.4,11.72,85.23,92.74,70183,12.74,1.84,8.81,8.81,4.25,13.63,138.35
31,1391,0,0.16,0.8,3.08,1.21,0.54,2.12,3.12,32,9.6,5.74,4.35,13.32,40.22,23.24,34.97,94.51,57809,3.92,3.6,6.87,6.87,5.24,6.3,113.04
35,1391,57.14,0.06,0,11.4,0.98,0.65,3.55,4.55,21.99,17.29,6.23,2.43,4.08,24.12,6.55,13.69,87.91,-2994,11.44,2.45,17.05,17.05,15.51,8.27,-56.93
38,1391,73.33,-0.62,0.53,1.18,0.9,0.78,0.63,1.63,61.2,14.62,10.28,3.26,3.32,7.01,3.18,25.71,84.8,-19782,3.84,2.83,5.74,5.74,8.35,8.85,-199.74
52,1391,7.59,-0.26,0.95,4.84,1.22,0.14,1.09,2.09,47.93,16.55,15.11,10.3,23.27,60.2,23.27,31.82,95.37,73751,1.89,3.01,1.95,1.95,5.14,15.84,225.65
54,1391,-13.53,-0.24,0.66,5.12,1.27,0.5,1.97,2.97,33.71,17.39,12.92,8.81,14.66,45.98,20.54,46.12,90.32,59876,4.72,1.83,9.7,9.7,6.98,13.16,71.34
55,1391,9.93,-1.49,0.93,5.14,1.25,0.33,1.77,2.77,36.12,15.28,12.99,2.33,3.78,12.62,3.68,68.42,85.58,70501,2.49,1.96,9.04,9.04,4.13,4.99,41.62
56,1391,68.89,0.47,0.1,0.58,0.94,0.71,1.53,2.53,39.59,25.74,20.22,14.29,13.65,38.16,15.25,73.74,79.1,-53481,6.09,1.99,18.26,18.26,11.22,22.34,-116.87
61,1391,11.36,0.64,0.88,3.26,1.05,0.89,7.74,8.74,11.44,24.97,4.92,2.5,3.34,33.58,6.18,0.74,93.06,22086,20.19,1.62,4.91,4.91,7.86,5.03,50.1
62,1391,-19.29,0.63,0.22,8.8,0.63,0.3,11.26,12.26,8.16,30.05,19.12,5.59,5.83,73.39,6.91,36.58,92.66,-780986,11.51,1.78,3.5,3.5,23.56,18.51,-18.11
73,1391,-5.75,0.19,1.28,5.15,1.74,0.84,0.71,1.71,58.47,31.45,21.76,14.52,8.02,15.33,12.32,46.38,97.46,46862,9.7,0.79,74.53,74.53,54.38,21.42,42.62
94,1391,184.51,0.1,0.05,47.17,1.16,0.65,0.96,1.96,51.06,19.67,12.23,8.65,10.36,26.98,16.48,71.06,74.35,4921,8.74,2.97,14.64,14.64,29.81,13.94,-168.84
96,1391,5.94,0.49,0.66,14.99,0.51,0.3,3.61,4.61,21.7,11.32,7.53,8.64,6.63,29.44,14.7,26.36,74.56,-90111,3.78,2.41,10.97,10.97,12.44,11.01,-25.11
97,1391,18.52,0.22,0.92,13.79,1.08,0.82,1.61,2.61,38.31,21.99,11.75,9.63,9.78,27.04,14.38,6.22,97.23,23525,10.35,1.67,23.89,23.89,8.96,17.04,182.62
107,1391,17.07,0.82,0.81,16.75,0.88,0.37,2.7,3.7,27.01,23.8,18.22,8.2,11.46,48.4,13.19,38.25,93.49,-235595,4.55,2.23,6.6,6.6,19.94,18.83,-82.41
108,1391,37.5,0.32,0.92,11.02,1.23,0.29,2.17,3.17,31.52,32.56,28.79,18.45,22.43,79.51,27.51,35.34,76.45,1044764,2.91,1.74,6.25,6.25,23.93,29.2,237.44
112,1391,78.33,-0.1,0.97,38.75,1.89,0.93,0.32,1.32,75.95,56.91,52.4,41.27,40.79,53.95,45.87,40.85,82.92,103514,4.54,2.38,13.36,13.36,57.16,53.58,247.45
115,1391,107.69,0.96,0.41,8.03,1.17,0.84,2.3,3.3,30.34,18.66,6.52,5.12,8.67,27.91,15.5,28.24,95.62,16521,13.83,1.95,10.48,10.48,10.73,7.91,96.63
116,1391,36.53,1.56,1.1,46.29,2.45,1.98,0.53,1.53,65.24,72.03,69.28,67.49,61.59,87.46,76.85,33.24,88.99,5680200,19.33,1.06,9.87,9.87,71.27,77.82,124.75
118,1391,51.23,1.41,0.89,17.54,1.17,0.74,1.56,2.56,39.13,28.18,20.51,18.84,30.37,80.45,53.41,65.84,96.15,1626362,5.56,1.93,5.57,5.57,7.5,21.29,1743.08
119,1391,125,0.58,0.84,10.25,0.95,0.65,4.6,5.6,17.87,16.07,9.34,5.33,7.06,33.74,9.65,27.03,87.47,-16332,6.55,1.59,5,5,9.06,9.76,239.32
120,1391,35.12,0.35,0.87,2.28,1.56,0.59,0.58,1.58,63.4,48.99,44.51,43.27,33.12,51.38,40.58,18.32,79.66,60381,6.26,1.56,18.76,18.76,18.65,53.08,247.3
121,1391,197.82,0.87,0.96,6.16,1.45,1.11,1.79,2.79,35.83,73.1,61.22,59.86,24.06,70.46,23.95,80.06,27.03,1572285,11.81,1.33,37.55,37.55,61.44,67.59,394.42
129,1391,41.53,0.27,0.9,11.07,1.18,0.56,3.21,4.21,23.77,25.01,20.73,10.63,12.19,41.26,15.92,47.21,94.61,54717,3.69,1.35,7.36,7.36,-10.46,21.51,99.73
131,1391,-14.72,0.13,0.61,4.7,1.49,0.98,0.99,1.99,50.35,49.74,37.79,27.71,16.01,32.05,20.82,-19.35,96.56,378348,7.23,0.88,37.59,37.59,22.52,38.97,73.59
132,1391,-3.64,-0.12,0.82,1.04,1.06,0.75,3.96,4.96,20.18,37.12,33.3,14.82,10.88,49.39,13.1,1.5,98.39,52859,5.28,0.82,10.95,10.95,27.94,33.69,154.57
133,1391,-41.58,0.34,0.49,4.18,1.05,0.66,2.42,3.42,29.25,33.81,22.3,10.49,4.91,15.74,6.81,-15.42,98.08,35171,10.03,0.67,51.27,51.27,30.27,32.62,75.79
134,1391,31.55,0.13,0.74,4.25,1.41,0.8,1.91,2.91,34.42,47.9,37.77,30.09,24.75,67.27,28.63,36.14,97.25,372558,10.47,0.79,10.11,10.11,13.39,45.68,92.32
135,1391,32.88,0.22,0.53,26.65,1.26,0.8,3.87,4.87,20.55,28.09,13.91,9.66,4.66,22.16,5.51,-1.02,42.72,97759,3.79,1.01,15.64,15.64,75.08,15.61,-112.32
137,1391,-11.44,-0.02,0.61,19.74,1.3,0.98,1.23,2.23,44.87,47.27,41.99,30.14,23.99,56.19,32.12,-7.25,91.79,168327,8.87,1.14,13.13,13.13,35.39,41.39,158.8
139,1391,-37.44,0.48,1.04,2.75,1.43,1.02,1.08,2.08,48.05,17.7,12.35,5.98,3.25,6.91,4.1,-13.13,96.99,130206,5.28,0.8,51.95,51.95,12.48,18.88,14.76
141,1391,22.6,-0.09,0.82,16.1,1,0.7,3.95,4.95,20.2,42.69,29.02,18.96,13.86,61.86,13.43,12.84,99.44,-929,6.76,0.76,6.9,6.9,6.07,32.4,197.7
143,1391,18.55,0.03,0.85,0.91,1.66,1.05,1.24,2.24,44.62,51.08,47.55,38.04,29.7,66.46,34.72,39.74,96.74,296125,4.25,1.06,8.88,8.88,8.61,48.29,82.52
144,1391,9.03,0.1,0.64,5.92,1.44,0.96,1.84,2.84,35.23,34.87,27.62,25.61,17.14,46.92,21.24,25.34,98.06,606732,6.42,0.65,11.71,11.71,-0.69,39.45,60.58
145,1391,8.57,-0.06,0.44,5.41,1.53,0.88,1.45,2.45,40.86,36.2,31.81,18.39,14.18,34.86,14.9,19.06,92.15,153812,6.19,0.84,26.92,26.92,7.55,33.26,50.62
146,1391,13.72,-0.1,0.82,5.63,1.89,0.87,0.84,1.84,54.44,52.13,48.46,36.36,38.42,67.11,44.67,35.95,93.65,278719,4.7,1.13,14.94,14.94,27.63,49.32,94.43
147,1391,-13.77,-0.04,0.88,2.94,1.64,1.1,1.21,2.21,45.25,44.55,37.46,25.49,21.73,47.44,24.26,30.7,92.88,417581,7.08,0.87,21.4,21.4,13.59,37.41,67.18
150,1391,122.81,-4.32,0.47,1.65,1.57,1.32,0.72,1.72,58.25,60.32,52.85,41.55,37.41,69.8,36.46,51.33,84.94,103412,7.75,1.38,28.03,28.03,30.16,57.53,239.26
151,1391,-12.14,-0.1,0.69,1.52,1.09,0.72,5.47,6.47,15.47,26.49,24.33,9.2,8.52,51.06,11.64,4.53,99.15,160410,7.07,0.96,7.91,7.91,-2.32,20.41,99.37
152,1391,-11.18,-0.03,0.86,1.68,1.14,0.61,2.85,3.85,25.97,36.91,31.4,19.73,20.18,70.66,23.99,8.82,98.14,128802,4.6,1.04,7.35,7.35,-9.97,31.54,197.98
155,1391,-4.38,-0.04,0.83,7.45,1.02,0.74,4.45,5.45,18.35,36.6,32.98,15.61,11.38,54.98,12.41,36.44,94.57,42454,4.02,0.8,11.71,11.71,9.3,33.48,261.13
156,1391,58.5,-0.06,0.82,7.84,1.75,0.87,1.01,2.01,49.83,45.43,47.5,41.23,35.33,73.71,46.97,32.61,96.62,412359,4.43,0.88,14.07,14.07,17.96,48.59,108.59
157,1391,7.14,0.1,0.58,5.02,1.27,0.49,2.27,3.27,30.54,24.34,20.55,11.63,12.86,45.56,14.74,47.17,96.83,98796,3.3,1.07,6.99,6.99,-14.63,21.54,67.66
159,1391,4.68,-0.17,0.21,7.4,1.32,0.79,0.95,1.95,51.22,32.24,24.26,12.53,6.51,11.49,6.22,5.33,78.02,60647,6.93,0.95,99.13,99.13,16.94,24.44,39.33
168,1391,169.42,0.75,0,3.74,1.22,0.77,1.62,2.62,38.22,25.98,20.63,14.24,11.21,32.11,15.79,73.1,77.23,117426,2.93,1.27,30.62,30.62,15.55,24.28,581.37
169,1391,454.43,0.26,0.55,2.7,1.13,0.42,1.71,2.71,36.92,17.47,16.17,11.16,27.08,92.58,32.02,67.28,72.37,22311,1.54,4.14,7.65,7.65,3.54,17.01,-2724.35
175,1391,133.33,-0.16,0,3.96,1.35,0.62,11.44,12.44,8.04,14.23,11.83,10.85,15.57,81.27,27.13,48.97,60.54,194164,2.68,2.23,8.58,8.58,9.95,17.47,613.72
178,1391,142.37,-0.08,0.61,3.68,1.46,0.53,2.44,3.44,29.06,23.66,19.38,6.38,9.2,31.28,12.01,58.26,61.82,1018193,2.21,1.91,10.8,10.8,13.66,10.62,43.62
179,1391,133.46,0.63,0.72,3.88,1.16,0.62,3.38,4.38,22.84,35.01,30.3,13.61,17.98,77.04,20.76,44.49,92.25,141104,4.78,1.26,4.69,4.69,7.39,23.17,197.51
182,1391,227.16,0.74,0.39,8.31,1.12,0.62,1.61,2.61,38.28,44.05,37.67,31.08,15.97,34.8,30.66,54.43,99.84,-46867,4.28,0.55,60.46,60.46,58.39,39.26,-76.4
186,1391,0.16,0,0,6.94,1.06,0.82,1.57,2.57,38.84,16.61,5.59,-1.01,-0.88,-2.04,-1.17,-44.11,77.39,27685,8.59,1.66,49.7,49.7,11.61,6.01,-10.88
187,1391,74.23,-0.12,0.5,18.94,1.51,0.62,1.01,2.01,49.79,21.14,13.46,10.91,14.71,28.4,16.69,52.35,89.38,29978,8.5,1.74,21.93,21.93,7.31,15.05,73.21
192,1391,93.33,0.65,0.66,20.48,1.26,0.63,1.4,2.4,41.73,28.96,23,17.39,15.96,39.49,20.8,24.97,72.46,41700,6.12,1.6,21.01,21.01,21.35,24,138.14
193,1391,99.4,0.5,0,14.62,0.83,0.49,5.19,6.19,16.15,18.16,6.8,2.63,1.04,3.18,1.4,11.21,41.19,-43707,11.23,1.49,24.42,24.42,30.29,7.17,-11.76
196,1391,-14.81,-1.03,0,8.22,1.3,0.83,2.86,3.86,25.89,8.91,2.49,-1.91,-1.42,-5.12,-2.24,-10.94,80.19,49209,7.43,0.96,34.22,34.22,-10.31,5.52,-7.34
200,1391,154.29,0.79,1,4.01,1.45,0.24,1.89,2.89,34.6,37.82,32.8,26.33,28.7,81.63,55.7,66.82,97.97,221783,6.75,0.9,10.5,10.5,13.44,33.26,99.69
201,1391,13.33,-0.13,0.42,45.23,1.74,1.17,0.32,1.32,76.02,45.61,36.65,66,21.82,29.1,19.72,41.98,87.68,66354,9.42,0.68,230.15,230.15,52.71,76.38,125.62
202,1391,217.54,0.39,0.96,31.83,1.89,1.41,1.85,2.85,35.04,43.34,39.46,28.92,25.98,82.04,27.58,79.35,64.85,146983,3.88,0.98,13.9,13.9,19.02,40.24,84.71
204,1391,14.47,0.72,0.46,5.94,1.66,0.64,1.35,2.35,42.49,20.07,9.84,4.42,3.6,8.58,5.22,24.62,75.67,178787,10.27,1.1,20.2,20.2,10.05,10.19,14.25
208,1391,-8.54,0.26,0.22,1.78,1.16,0.65,2.61,3.61,27.67,27.46,18.92,6.75,4.98,15.22,7.11,32.49,82.23,42062,10.4,0.99,32.63,32.63,15.14,11.51,29.55
209,1391,-18.75,-0.13,0.27,7.37,1.44,0.52,3.36,4.36,22.92,25.13,18.01,3.92,3.87,16.01,5.6,45.75,66.55,94730,6.16,1.34,21.18,21.18,18.42,13.37,41.71
210,1391,27.45,-0.18,0.91,21.08,1.14,0.49,1.68,2.68,37.3,25.79,13.8,6.13,5.14,12.49,6.04,44.29,84.81,47425,8.76,1.25,37.61,37.61,18.09,14.61,49.99
211,1391,-10.71,-0.46,0.9,4.45,1.24,0.66,1.74,2.74,36.46,23.6,16.14,9.38,7.12,18.02,11.7,29.24,97.42,158738,4.47,0.92,33.61,33.61,9.77,16.35,45.77
212,1391,-7.14,0.55,0.98,5.66,1.88,0.71,0.76,1.76,56.97,39.01,29.89,20.67,35.22,62.42,42.21,79.81,82.41,206238,5.16,2.2,15.64,15.64,24.28,26.52,122.79
213,1391,-35.39,-0.24,0,3.25,0.72,0.28,-71.68,-70.68,-1.41,10.28,5.51,0.77,0.6,0,1.98,83.93,87.84,-70376,4.8,1.21,24.59,24.59,-6.62,6.32,-2.49
215,1391,26.64,0.13,0.91,13.56,0.64,0.37,0.96,1.96,51.15,44.04,40.63,35.03,15.66,29.88,17.59,11.62,67.46,-693638,2.78,2.17,54.96,54.96,36.54,45.07,-145.55
218,1391,31.59,0.09,0.49,26.25,0.34,0.12,1.93,2.93,34.15,35.04,28.5,16.29,9.55,31.44,12.89,58.97,84.58,-896521,3.82,3.14,38.15,38.15,40.25,30.33,-21.89
223,1391,2.33,0.56,0.1,22.24,0.55,0.22,2.11,3.11,32.16,31.36,23.46,16.53,9.85,29.2,12.31,5.18,60.42,-225215,3.66,2.47,33.45,33.45,35.41,25.81,-53.58
224,1391,118.4,1.01,0.73,18.31,0.77,0.21,0.93,1.93,51.88,39.21,35.19,30.92,23.92,47.83,31.3,28.86,95.15,-133438,3.7,2.17,30.76,30.76,41.79,35.58,-227.15
226,1391,37,0.41,0.1,21.87,0.62,0.2,1.78,2.78,35.94,36.3,34.14,24.87,16.13,46.21,20.5,44.84,69.94,-342997,2.95,2.34,30.85,30.85,35.65,34.87,-93.93
228,1391,42.21,0.34,0.95,32.78,1.77,0.63,0.91,1.91,52.47,39.04,34.56,43.51,43.6,86.23,49.49,28.2,61.65,121720,4.48,1.83,5.18,5.18,29.14,50.52,357.09
229,1391,14.15,0.36,0.1,1.9,0.92,0.32,1.51,2.51,39.76,40.66,36.87,27.77,15.97,37.79,17.08,15.49,50.25,-48615,3.8,1.95,42.92,42.92,41.12,38.2,-496.98
230,1391,40.24,0.53,0.84,7.11,0.67,0.29,3.55,4.55,21.99,27.56,15.91,13.58,12.53,52.03,19.26,13.62,94.1,-201881,10.02,1.8,10.9,10.9,16.52,21.02,-46.48
232,1391,89.28,-0.02,0.95,24.08,1.4,0.43,0.54,1.54,64.97,44.06,37.59,37.08,56.39,96.89,66.16,26.06,95.06,86669,6.04,2.95,6.16,6.16,32.76,40.16,1106.15
233,1391,39.33,-0.02,1.11,11.7,1.14,0.22,1.19,2.19,45.66,29.78,24.09,21.06,20.28,48.32,27.43,24.78,77.75,40622,5.66,1.98,19.44,19.44,22.38,27.32,5309.33
235,1391,27.78,-0.2,1.17,13.71,1.93,1.19,0.59,1.59,62.78,33.46,27.4,31.05,27.99,45.3,37.14,18.35,84.92,200446,6.1,1.46,12.49,12.49,25.2,37.71,110.65
239,1391,-4.47,-0.03,0.1,10.45,0.86,0.39,2.08,3.08,32.5,35.81,32.43,22.99,10.89,34.83,13.43,24.09,56.39,-117710,3.06,1.44,38.59,38.59,42.66,34.95,-123.26
241,1391,65.41,1.06,0.97,10.38,0.45,0.25,2.02,3.02,33.07,27.92,21.16,20.33,20.23,62.37,33.3,18.01,90.69,-177712,6.58,3.55,9.86,9.86,20.7,27.08,-59.09
242,1391,37.37,0.18,0.63,2.96,0.94,0.26,0.53,1.53,65.49,26.79,21.38,39.57,23.6,37.59,30.09,10.18,89.89,-23838,5.4,2.03,49.71,49.71,15.64,42.11,-691.57
250,1391,32.5,0.61,0.99,29.89,2.19,1.61,0.56,1.56,63.97,57.12,48.13,40.3,47.16,77.5,63.85,35.41,89.95,83832,8.99,1.53,14.82,14.82,59.9,51.84,117.48
254,1391,90.83,0.02,0.11,13.73,0.8,0.15,2.13,3.13,31.99,6.63,5.01,3.01,7.31,22.48,13.48,55.4,98.59,-86958,2.54,4.24,9.91,9.91,2.88,5.55,-58.29
255,1391,-21.26,-0.02,0.42,3.88,1.02,0.54,1.77,2.77,36.13,18.58,12.34,4.98,3.58,10.56,4.51,11.68,88.08,13671,7.94,1.26,26.28,26.28,16.37,16.46,-155
258,1391,103.9,-0.07,1.03,11.73,1.91,0.65,0.28,1.28,78.36,45.61,39.17,33.63,19.47,24.52,17.06,23.06,100,291024,4.19,1.14,28.76,28.76,18.1,42.38,90.43
259,1391,50.4,0.27,0.51,5.11,1.54,0.65,1.38,2.38,42.03,13.98,14.78,12.4,24.5,56.38,38.3,30.01,96.12,578624,1.63,1.89,9.65,9.65,16.4,16.72,81.57
264,1391,115.98,0.41,0.1,2.8,1.52,0.49,0.44,1.44,69.3,32.72,12.77,7.54,5.24,7.74,6.35,22.64,95.13,133017,3.06,1.73,63.35,63.35,20.12,13.07,35.92
268,1391,-3.41,-0.19,0.11,4.03,1.04,0.45,7.69,8.69,11.51,18.94,14.17,3.61,4.69,52.74,5.51,74.67,76.95,16740,2.88,1.95,5.91,5.91,28.24,13.76,482.87
